작업순번,구분,주소시작,주소끝,슬롯,문자열,바이트,길이,색상,빨강색보존,메모
171,문자,0x97F9,0x97FA,142,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
172,문자,0x97FB,0x97FC,143,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
173,문자,0x97FD,0x97FE,144,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
174,문자,0x97FF,0x9800,145,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
175,문자,0x9801,0x9802,146,그,50 21,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
176,문자,0x9803,0x9804,147,래,30 31,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
177,문자,0x9805,0x9806,148,서,50 3D,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
178,문자,0x9807,0x9808,149,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
179,문자,0x9809,0x980A,150,싸,00 46,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
180,문자,0x980B,0x980C,151,우,F0 CD,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
181,문자,0x980D,0x980E,152,는,E0 25,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
182,문자,0x980F,0x9810,153,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
183,문자,0x9811,0x9812,154,거,90 1D,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
184,문자,0x9813,0x9814,155,야,00 6C,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
185,문자,0x9815,0x9816,156,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
186,문자,0x9817,0x9818,157,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
187,문자,0x9819,0x981A,158,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
188,제어,0x981B,0x981E,,,12 00 21 00,4,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x981B→0x981F. 제어토큰 기존 바이트 유지.
189,문자,0x981F,0x9820,159,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
190,문자,0x9821,0x9822,160,그,50 21,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
191,문자,0x9823,0x9824,161,거,90 1D,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
192,문자,0x9825,0x9826,162,면,70 35,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
193,문자,0x9827,0x9828,163,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
194,문자,0x9829,0x982A,164,됐,70 2E,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
195,문자,0x982B,0x982C,165,잖,30 DF,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
196,문자,0x982D,0x982E,166,아,00 56,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
197,문자,0x982F,0x9830,167,！,A0 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
198,제어,0x9831,0x9833,,,19 00 7E,3,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9831→0x9834. 제어토큰 기존 바이트 유지.
199,제어,0x9834,0x9835,,,15 00,2,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9834→0x9836. 제어토큰 기존 바이트 유지.
200,제어,0x9836,0x9837,,,17 00,2,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9836→0x9838. 제어토큰 기존 바이트 유지.
201,제어,0x9838,0x983C,,,14 00 00 40 80,5,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9838→0x983D. 제어토큰 기존 바이트 유지.
202,제어,0x983D,0x983F,,,1A 00 04,3,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x983D→0x9840. 제어토큰 기존 바이트 유지.
203,제어,0x9840,0x9841,,,16 00,2,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9840→0x9842. 제어토큰 기존 바이트 유지.
204,문자,0x9842,0x9843,168,억,00 72,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
205,문자,0x9844,0x9845,169,지,10 E0,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
206,문자,0x9846,0x9847,170,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
207,문자,0x9848,0x9849,171,부,00 3C,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
208,문자,0x984A,0x984B,172,리,70 34,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
209,문자,0x984C,0x984D,173,지,10 E0,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
210,문자,0x984E,0x984F,174,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
211,문자,0x9850,0x9851,175,마,B0 34,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
212,문자,0x9852,0x9853,176,、,20 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
213,제어,0x9854,0x9858,,,12 00 23 21 00,5,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9854→0x9859. 제어토큰 기존 바이트 유지.
214,문자,0x9859,0x985A,177,난,C0 24,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
215,문자,0x985B,0x985C,178,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
216,문자,0x985D,0x985E,179,널,70 25,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
217,문자,0x985F,0x9860,180,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
218,문자,0x9861,0x9862,181,적,A0 DF,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
219,문자,0x9863,0x9864,182,이,90 DE,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
220,문자,0x9865,0x9866,183,라,F0 30,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
221,문자,0x9867,0x9868,184,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
222,문자,0x9869,0x986A,185,생,40 3D,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
223,문자,0x986B,0x986C,186,각,B0 17,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
224,문자,0x986D,0x986E,187,한,70 E3,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
225,문자,0x986F,0x9870,188,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
226,문자,0x9871,0x9872,189,적,A0 DF,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
227,문자,0x9873,0x9874,190,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
228,문자,0x9875,0x9876,191,없,00 7C,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
229,문자,0x9877,0x9878,192,어,00 70,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
230,문자,0x9879,0x987A,193,！,A0 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
231,제어,0x987B,0x987D,,,19 00 7D,3,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x987B→0x987E. 제어토큰 기존 바이트 유지.
232,제어,0x987E,0x987F,,,15 00,2,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x987E→0x9880. 제어토큰 기존 바이트 유지.
233,제어,0x9880,0x9881,,,17 00,2,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9880→0x9882. 제어토큰 기존 바이트 유지.
234,제어,0x9882,0x9884,,,1A 00 04,3,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9882→0x9885. 제어토큰 기존 바이트 유지.
235,제어,0x9885,0x9886,,,16 00,2,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9885→0x9887. 제어토큰 기존 바이트 유지.
236,제어,0x9887,0x9888,,,10 11,2,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9887→0x9889. 제어토큰 기존 바이트 유지.
237,제어,0x9889,0x988D,,,12 00 23 21 00,5,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9889→0x988E. 제어토큰 기존 바이트 유지.
238,제어,0x988E,0x988F,,,10 11,2,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x988E→0x9890. 제어토큰 기존 바이트 유지.
239,제어,0x9890,0x9894,,,12 00 23 21 00,5,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9890→0x9895. 제어토큰 기존 바이트 유지.
240,제어,0x9895,0x9896,,,10 11,2,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9895→0x9897. 제어토큰 기존 바이트 유지.
241,문자,0x9897,0x9898,194,그,50 21,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
242,문자,0x9899,0x989A,195,럼,70 31,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
243,문자,0x989B,0x989C,196,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
244,문자,0x989D,0x989E,197,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
245,문자,0x989F,0x98A0,198,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
246,문자,0x98A1,0x98A2,199,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
247,문자,0x98A3,0x98A4,200,뭔,F0 37,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
248,문자,0x98A5,0x98A6,201,데,F0 2D,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
249,문자,0x98A7,0x98A8,202,？,90 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
250,제어,0x98A9,0x98AB,,,19 00 7E,3,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x98A9→0x98AC. 제어토큰 기존 바이트 유지.
251,제어,0x98AC,0x98AD,,,15 00,2,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x98AC→0x98AE. 제어토큰 기존 바이트 유지.
252,제어,0x98AE,0x98AF,,,17 00,2,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x98AE→0x98B0. 제어토큰 기존 바이트 유지.
253,제어,0x98B0,0x98B4,,,14 00 00 40 80,5,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x98B0→0x98B5. 제어토큰 기존 바이트 유지.
254,제어,0x98B5,0x98B7,,,1A 00 04,3,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x98B5→0x98B8. 제어토큰 기존 바이트 유지.
255,제어,0x98B8,0x98B9,,,16 00,2,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x98B8→0x98BA. 제어토큰 기존 바이트 유지.
256,제어,0x98BA,0x98BD,,,12 00 23 00,4,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x98BA→0x98BE. 제어토큰 기존 바이트 유지.
257,문자,0x98BE,0x98BF,203,친,B0 E1,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
258,문자,0x98C0,0x98C1,204,구,00 21,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
259,문자,0x98C2,0x98C3,205,야,00 6C,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
260,문자,0x98C4,0x98C5,206,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
261,문자,0x98C6,0x98C7,207,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
262,문자,0x98C8,0x98C9,208,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
263,제어,0x98CA,0x98CD,,,12 00 21 00,4,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x98CA→0x98CE. 제어토큰 기존 바이트 유지.
264,문자,0x98CE,0x98CF,209,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
265,문자,0x98D0,0x98D1,210,우,F0 CD,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
266,문자,0x98D2,0x98D3,211,린,80 34,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
267,문자,0x98D4,0x98D5,212,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
268,제어,0x98D6,0x98DA,,,12 00 23 21 00,5,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x98D6→0x98DB. 제어토큰 기존 바이트 유지.
269,문자,0x98DB,0x98DC,213,친,B0 E1,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
270,문자,0x98DD,0x98DE,214,구,00 21,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
271,문자,0x98DF,0x98E0,215,라,F0 30,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
272,문자,0x98E1,0x98E2,216,고,80 20,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
273,문자,0x98E3,0x98E4,217,！,A0 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
274,제어,0x98E5,0x98E7,,,19 00 7D,3,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x98E5→0x98E8. 제어토큰 기존 바이트 유지.
275,제어,0x98E8,0x98E9,,,15 00,2,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x98E8→0x98EA. 제어토큰 기존 바이트 유지.
276,제어,0x98EA,0x98EB,,,17 00,2,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x98EA→0x98EC. 제어토큰 기존 바이트 유지.
277,제어,0x98EC,0x98EE,,,1A 00 04,3,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x98EC→0x98EF. 제어토큰 기존 바이트 유지.
278,제어,0x98EF,0x98F0,,,16 00,2,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x98EF→0x98F1. 제어토큰 기존 바이트 유지.
279,제어,0x98F1,0x98F2,,,10 11,2,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x98F1→0x98F3. 제어토큰 기존 바이트 유지.
280,제어,0x98F3,0x98F6,,,12 00 23 00,4,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x98F3→0x98F7. 제어토큰 기존 바이트 유지.
281,문자,0x98F7,0x98F8,218,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
282,문자,0x98F9,0x98FA,219,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
283,문자,0x98FB,0x98FC,220,・,60 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
284,제어,0x98FD,0x9900,,,12 00 21 00,4,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x98FD→0x9901. 제어토큰 기존 바이트 유지.
285,문자,0x9901,0x9902,221,항,A0 E3,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
286,문자,0x9903,0x9904,222,상,20 3D,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
287,문자,0x9905,0x9906,223,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
288,문자,0x9907,0x9908,224,괴,E0 20,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
289,문자,0x9909,0x990A,225,롭,F0 33,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
290,문자,0x990B,0x990C,226,히,60 E5,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
291,문자,0x990D,0x990E,227,기,B0 21,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
292,문자,0x990F,0x9910,228,만,D0 34,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
293,문자,0x9911,0x9912,229,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
294,문자,0x9913,0x9914,230,했,C0 E3,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
295,문자,0x9915,0x9916,231,는,E0 25,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
296,문자,0x9917,0x9918,232,데,F0 2D,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
297,문자,0x9919,0x991A,233,？,90 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
298,제어,0x991B,0x991F,,,12 00 23 21 00,5,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x991B→0x9920. 제어토큰 기존 바이트 유지.
299,문자,0x9920,0x9921,234,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
300,문자,0x9922,0x9923,235,거,90 1D,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
301,문자,0x9924,0x9925,236,짓,60 E0,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
302,문자,0x9926,0x9927,237,말,F0 34,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
303,문자,0x9928,0x9929,238,하,50 E3,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
304,문자,0x992A,0x992B,239,지,10 E0,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
305,문자,0x992C,0x992D,240,␠,18 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
306,문자,0x992E,0x992F,241,마,B0 34,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
307,문자,0x9930,0x9931,242,！,A0 12,2,e2f0d9,N,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
308,제어,0x9932,0x9934,,,19 00 7E,3,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9932→0x9935. 제어토큰 기존 바이트 유지.
309,제어,0x9935,0x9936,,,15 00,2,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9935→0x9937. 제어토큰 기존 바이트 유지.
310,제어,0x9937,0x9938,,,17 00,2,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9937→0x9939. 제어토큰 기존 바이트 유지.
311,제어,0x9939,0x993D,,,14 00 00 40 80,5,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9939→0x993E. 제어토큰 기존 바이트 유지.
312,제어,0x993E,0x9940,,,1A 00 04,3,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x993E→0x9941. 제어토큰 기존 바이트 유지.
313,제어,0x9941,0x9942,,,16 00,2,fce4d6,N,행 추가/삭제 반영 재계산: HL=0x9941→0x9943. 제어토큰 기존 바이트 유지.
314,문자,0x9943,0x9944,243,분,10 3C,2,e9ae2b,N,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
